(454,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)
(386,false,0.17884669,0.07782166,6.038927E-4,0.0036020975,0.0635066,0.008372799,0.007888061,0.27975342,0.007830182,0.0076312968,0.024976231,0.00823078,7.1971404E-4,0.017158665,0.04905898,0.023086218,0.006768477,0.009550034,0.0,0.008774376,0.0049324147,0.00982189,0.008116551,0.009151815,1.3265267E-4,0.011502593,0.01899948,0.005006475,1.4683208E-4,0.00446378,0.0,0.0049648704,0.0108923875,0.0,0.011517517,0.014410128,0.07899474,0.015550893,0.0,0.0018714829,0.0043978016,9.455077E-4)
(522,true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)
(772,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)
(451,false,0.007616239,0.012292374,3.160389E-4,0.0016107447,0.025772667,0.0035837311,0.0031758808,0.0069261864,0.0030619984,0.0060663,0.01159695,0.003332772,4.125244E-4,0.010030797,0.767399,0.017308157,0.0071908636,0.0044615543,0.0,0.01044773,0.0036183945,0.006514486,0.00278849,0.005274477,6.161463E-5,0.010109067,0.011233869,0.0012003066,9.922526E-5,0.001149163,0.0,9.4654504E-4,0.016517172,0.0,0.0046381718,0.0025318137,0.025183624,0.003658662,0.0,6.00946E-4,0.0011026034,1.6878062E-4)
(893,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)
(147,false,0.028887039,0.050681334,8.729209E-4,0.006056066,0.05663961,0.0055360394,0.009528883,0.016155757,0.009168882,0.01770003,0.03612562,0.008468884,0.0012471658,0.04056885,0.07608858,0.06568643,0.015324416,0.02075339,0.0,0.021210259,0.010540571,0.017687462,0.009179219,0.013781828,2.5447848E-4,0.022696227,0.06891333,0.0072881025,2.3625357E-4,0.004068652,0.0,0.0064409464,0.036944713,0.0,0.035831425,0.052975643,0.16826627,0.024990262,0.0,0.002189026,0.029883338,0.001132056)
(373,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0)
(369,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)
(667,false,0.01705734,0.02018554,5.0232105E-4,0.0047648572,0.05182141,0.008235844,0.0074134367,0.02186796,0.010999322,0.019237591,0.033489607,0.022114018,9.3078596E-4,0.028911721,0.069056846,0.38373655,0.009983623,0.012835476,0.0,0.013227925,0.008190648,0.021580104,0.008788615,0.009013833,2.074639E-4,0.011241345,0.053631235,0.0031102835,2.0295024E-4,0.007357503,0.0,0.0041411608,0.011776349,0.0,0.011335595,0.009614838,0.08878273,0.008763781,0.0,0.0026624461,0.0028221742,4.0477823E-4)
